-3.469446951953614e-18   1.387778780781445e-17   4.163336342344337e-17   -1.52655665885959e-16
-1.249000902703301e-16   4.364955458987843e-17   -2.081668171172168e-16   -5.897097757915428e-17
-1.387778780781445e-17   -1.249000902703301e-16   8.326672684688674e-17   2.775557561562891e-17
7.806255641895631e-18   -4.093947403305264e-16   -8.239936510889833e-17   3.677613769070831e-16
1.97758476261356e-16   1.040834085586084e-16   3.816391647148975e-17   0.
-5.898059818321144e-17   -6.938893903907228e-17   1.838806884535415e-16   3.469446951953614e-17
-1.838806884535415e-16   1.318389841742373e-16   -5.551115123125782e-17   -2.081668171172168e-17
4.163336342344337e-17   2.545790726280108e-17   0.   -2.529666640800401e-17
2.992397996059992e-17   3.885780586188047e-16   -2.211772431870429e-17   -3.781697177629439e-16
4.163336342344337e-17   -1.595945597898662e-16   -3.469446951953614e-18   -2.081668171172168e-17
-1.040834085586084e-17   3.603695857719203e-16   -2.775557561562891e-17   3.603695857719203e-16
6.938893903907228e-17   -3.469446951953614e-17   2.775557561562891e-17   1.52655665885959e-16
7.285838599102589e-17   1.318389841742373e-16   -3.122502256758252e-17   3.469446951953614e-17
1.387778780781445e-17   -2.368642933701925e-17   0.   1.101173290912465e-17
4.510281037539698e-17   9.020562075079396e-17   2.081668171172168e-17   -1.318389841742373e-16
7.632783294297951e-17   3.400058012914541e-16   1.040834085586084e-16   2.428612866367529e-16
-1.97758476261356e-16   -6.245004513516505e-17   2.428612866367529e-17   -3.469446951953614e-17
-9.540979117872439e-18   3.677613769070831e-16   -6.071532165918824e-18   -4.198030811863873e-16
2.775557561562891e-17   -6.938893903907228e-18   1.387778780781445e-17   -1.734723475976807e-16
5.290906601729261e-17   -3.677613769070831e-16   -6.852157730108388e-17   4.024558464266192e-16
-6.591949208711867e-17   -4.857225732735059e-17   -1.214306433183765e-16   6.938893903907228e-18
3.122502256758252e-17   1.872493945533678e-16   2.905661822261151e-17   1.629632658896925e-16
3.816391647148975e-17   6.938893903907228e-17   -3.469446951953614e-18   1.387778780781445e-17
-2.428612866367529e-17   -3.638390327238742e-16   -7.892991815694472e-17   -3.950640552914567e-16
-2.081668171172168e-17   -3.950640552914567e-16   -6.938893903907228e-18   -3.534306918680133e-16
4.510281037539698e-17   1.595945597898662e-16   -3.469446951953614e-18   1.387778780781445e-17
0.   -2.529666640800396e-17   4.024558464266192e-16   3.704425919005579e-17
7.199102425303749e-17   3.469446951953614e-16   -1.474514954580286e-17   -3.677613769070831e-16
8.285041015331125e-21   1.040834085586084e-17   7.445309756779952e-17   3.122502256758252e-17
-5.204170427930421e-17   -1.110223024625156e-16   -6.938893903907228e-18   -8.326672684688674e-17
-3.469446951953614e-18   1.387778780781445e-17   4.163336342344337e-17   1.52655665885959e-16
-3.122502256758252e-17   9.020562075079396e-17   -1.422473250300981e-16   -4.857225732735059e-17
-1.951563910473908e-17   3.642919299551294e-16   -5.767955557622883e-17   -4.1286418728248e-16
3.469446951953614e-18   4.228196309070856e-16   2.862293735361731e-17   3.56900138819967e-16
-2.211772431870429e-17   -3.781697177629439e-16   2.992397996059992e-17   3.885780586188047e-16
1.387778780781445e-17   -1.179611963664228e-16   -3.469446951953614e-18   -2.081668171172168e-17
-4.293440603042597e-17   3.747002708109903e-16   7.50267903359969e-17   -3.642919299551294e-16
-9.107298248878237e-17   -4.996003610813204e-16   1.647987302177966e-17   4.857225732735059e-16
-2.211772431870429e-17   -3.781697177629439e-16   2.992397996059992e-17   3.885780586188047e-16
3.469446951953614e-18   5.967448757360216e-16   7.285838599102589e-17   1.318389841742373e-16
1.387778780781445e-17   2.368642933701925e-17   0.   6.743823387413217e-18
2.211772431870429e-17   -8.326672684688674e-17   -1.257674520083185e-17   1.006139616066548e-16
-6.852157730108388e-17   -3.677613769070831e-16   6.331740687315345e-17   4.302114220422481e-16
-3.330669073875469e-16   -1.942890293094023e-16   0.   -2.012279232133096e-16
2.116362640691704e-16   -1.595945597898662e-16   3.816391647148975e-17   0.
4.163336342344337e-17   -1.595945597898662e-16   -3.469446951953614e-18   -2.081668171172168e-17
-4.510281037539698e-17   1.595945597898662e-16   -2.373335066906073e-19   1.101173290912465e-17
1.734723475976807e-16   0.   9.020562075079396e-17   4.163336342344337e-17
2.775557561562891e-17   1.664327128416461e-16   -3.122502256758252e-17   1.803105006494605e-16
0.   1.101173290912465e-17   3.469446951953614e-16   -1.693917663742831e-17
7.50267903359969e-17   2.359223927328457e-16   -2.211772431870429e-17   -2.532696274926138e-16
7.285838599102589e-17   -3.9853350224341e-16   1.821459649775647e-17   -4.228196309070853e-16
2.636779683484746e-16   -2.498001805406602e-16   -1.023486850826316e-16   -6.938893903907228e-18
-4.510281037539698e-17   1.595945597898662e-16   -3.469446951953614e-18   4.857225732735059e-17
-3.469446951953614e-18   1.387778780781445e-17   4.510281037539698e-17   2.012279232133096e-16
2.51534904016637e-17   -4.1286418728248e-16   3.556183125752454e-17   3.261280134836397e-16
5.767955557622883e-17   -3.816391647148975e-16   -2.211772431870429e-17   3.781697177629439e-16
1.940024889343383e-16   -8.024974052287147e-17   2.503810019035845e-16   -1.045358691865467e-16
2.081668171172168e-17   -5.178149575790769e-16   1.179611963664228e-16   -6.162605148407607e-16
0.   -1.318389841742373e-16   -8.673617379884035e-17   4.163336342344337e-17
4.163336342344337e-17   -1.595945597898662e-16   -3.469446951953614e-18   -2.081668171172168e-17
-1.734723475976807e-17   -5.551115123125782e-17   4.163336342344337e-17   5.551115123125782e-17
-1.628563950362149e-9   1.132036686612991e-9   1.12629550130805e-9   1.635697799429181e-9
3.816391647148975e-17   -9.020562075079396e-17   -2.428612866367529e-17   8.326672684688674e-17
4.163336342344337e-17   3.371457267439918e-17   0.   -2.529666640800401e-17
-2.60208521396521e-18   2.983724378680108e-16   2.862293735361731e-17   -2.289834988289385e-16
-3.122502256758252e-17   2.081668171172168e-17   -1.734723475976807e-17   1.734723475976807e-16
2.818925648462311e-16   2.775557561562891e-17   -1.474514954580286e-17   -6.938893903907228e-18
-1.734723475976807e-17   6.245004513516505e-17   5.204170427930421e-17   6.245004513516505e-17
6.532226814577187e-9   -2.143103694507431e-9   5.939193590450977e-9   -1.948534444906613e-9
-4.510281037539698e-17   1.595945597898662e-16   -3.469446951953614e-18   4.857225732735059e-17
3.469446951953614e-18   4.228196309070856e-16   -1.301042606982605e-17   4.020029491953639e-16
2.255140518769849e-16   1.387778780781445e-17   -3.469446951953614e-18   -1.387778780781445e-17
1.734723475976807e-16   -3.95516952522712e-16   -1.318389841742373e-16   -2.775557561562891e-17
-7.632783294297951e-17   3.777168205316886e-16   -1.387778780781445e-17   3.673084796758278e-16
-7.979727989493312e-17   -3.395529040601989e-16   -2.081668171172168e-17   -3.777168205316886e-16
