 #	Re(x1)	Im(x1)	Re(x2)	Im(x2)	Re(x10)	Im(x10)	Re(x20)	Im(x20)
	1.000000663362422e+00	1.000000900261020e+00	1.641358574656171e+00	4.158804970716994e-01	1.057400670947896e+00	1.185955907261778e+00	1.309609236200712e+00	6.770340561146791e-01
	1.000001014070127e+00	1.000000952188012e+00	1.000001528935674e+00	3.862455252728055e-01	1.247630830886056e+00	7.290247379111356e-01	1.052953400920879e+00	3.651550752196774e-01
	1.000000663362454e+00	1.000000900261365e+00	3.586435464613796e-01	1.584121561777467e+00	5.354909440802806e-01	5.401209835442873e-01	1.932593931312684e-01	1.823716591513842e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.454231260651899e+00	1.696276043880555e-01	4.342220490606968e-01	1.697633268511665e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.397357034741636e+00	4.333133807842354e-01	4.898951669960289e-01	9.408161149238663e-01
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	9.747221705925130e-01	1.602775804963542e+00	6.707868223198965e-01	3.921415229602288e-01
	2.604763639057724e-01	1.413529782636278e+00	1.260477795698296e+00	1.413529438853257e+00	4.300424783674454e-01	1.242700742171232e+00	1.023842602467108e+00	1.426710641302310e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	4.485690922175903e-01	1.107781777971855e+00	8.849495955506371e-01	1.479835592712469e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.790516666662684e+00	1.469741379941608e-01	1.100573367197984e+00	1.945701603520662e-01
	1.000000663362454e+00	1.000001004114231e+00	3.586435464613796e-01	4.158803425981288e-01	4.795658706393450e-01	5.768003201469529e-01	3.697586027955644e-01	3.902109441853849e-01
	2.604762709391340e-01	1.413529100233541e+00	7.395250276174274e-01	5.864721969396279e-01	3.882857512921483e-01	1.083869887301035e+00	1.837936551420244e-01	1.736015536620504e+00
	1.260477639392313e+00	5.864725057610719e-01	1.739525563541882e+00	1.413530005816372e+00	1.103783443653053e+00	3.810688252378435e-01	1.758874530162337e+00	1.129823848878330e+00
	2.604762709391340e-01	5.864728041420545e-01	7.395250276174274e-01	1.413529707435968e+00	1.613226756266747e-01	5.610778501859551e-01	3.903946957096412e-01	1.070255604319971e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	6.703956390137439e-01	2.423710045916639e-01	1.799533040198554e+00	1.751868631025679e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.507722521265120e+00	1.252786957786185e+00	1.066535045350564e+00	2.208982826959682e-01
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.529710093004670e+00	1.794917111541623e+00	1.823453487520629e+00	5.668153425031632e-01
	7.395250276174274e-01	5.864721969396279e-01	2.604762709391340e-01	1.413529100233541e+00	8.550510130974218e-01	2.492379957028922e-01	5.689168408916739e-01	1.714928965579718e+00
	7.395251839239633e-01	5.864722371784908e-01	1.739525656507541e+00	5.864725809619681e-01	1.884299807101231e+00	5.800724701312540e-01	7.403306897281654e-01	6.625829023135496e-01
	3.586435464613796e-01	1.584121561777467e+00	1.000000663362454e+00	1.000000900261365e+00	6.185929116247173e-01	1.720508854096365e+00	8.329729144422325e-01	9.316917370862083e-01
	2.604762709391340e-01	5.864728041420545e-01	7.395250276174274e-01	1.413529707435968e+00	6.521988015925385e-01	5.794518373217603e-01	9.569948907871742e-01	1.711394834860470e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	1.714624724963126e+00	9.408790994848490e-01	9.617638534120210e-01	7.949983806096768e-01
	1.641358574656171e+00	1.584121407303896e+00	1.000000663362422e+00	1.000001004114576e+00	1.290768282077202e+00	1.598236729074290e+00	1.162756086035064e+00	1.296778266239144e+00
	1.000000663362422e+00	1.000000900261020e+00	1.641358574656171e+00	4.158804970716994e-01	1.405576215722276e+00	6.405034431638169e-01	1.295634946581356e+00	1.001815457201576e+00
	2.604763639057724e-01	5.864721217393174e-01	1.260477795698296e+00	5.864724655223388e-01	8.617137484772687e-01	1.450878319561734e+00	1.144272350779151e-01	9.330085847639449e-01
	2.604763639057724e-01	5.864721217393174e-01	1.260477795698296e+00	5.864724655223388e-01	1.492920367765606e+00	1.862849456110316e+00	3.805634665350056e-01	9.176534114217693e-01
	1.641358574656171e+00	4.158804970716994e-01	1.000000663362422e+00	1.000000900261020e+00	1.852470238292135e+00	2.685238905862835e-01	1.021193553700378e+00	8.244505902010080e-01
	2.604763639057724e-01	1.413529782636278e+00	1.260477795698296e+00	1.413529438853257e+00	1.417656339674276e+00	1.101186211339396e+00	1.561122727226778e-01	1.475997524183101e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	5.792356442337596e-01	1.451394122576678e+00	1.182212411254617e+00	2.993407895961536e-01
	7.395250276174274e-01	5.864721969396279e-01	2.604762709391340e-01	1.413529100233541e+00	4.626341507835069e-01	1.489190230574515e+00	4.737683203009997e-01	7.973334945587887e-01
	2.604763639057724e-01	5.864721217393174e-01	1.260477795698296e+00	5.864724655223388e-01	3.680761688148991e-01	7.376162705342473e-01	1.378235488528132e+00	7.607515922769154e-01
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	6.890454496368987e-01	1.853785594220390e+00	7.868761540880335e-01	8.167212067254159e-01
	1.641358574656171e+00	1.584121407303896e+00	1.000000663362422e+00	1.000001004114576e+00	1.211674429946695e+00	1.108403087604539e+00	1.738677546046513e+00	1.843391634523378e+00
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	8.726846057882181e-01	1.270047958269677e+00	1.211182663144817e+00	7.215353018731627e-01
	1.260477795698296e+00	5.864724655223388e-01	2.604763639057724e-01	5.864721217393174e-01	7.431144817680858e-01	1.685173737178454e+00	1.081649596793990e+00	2.790132975290568e-01
